school,DBN,district,lat,long,address,City,zip,commSchool,eni,income,pctELL,pctAsian,pctBlack,pctHispanic,pctBlackHispanic,pctWhite,pctAttend,pctAbsentChronic,pctRigor,ratingRigor,pctCollab,ratingCollab,pctSupp,ratingSupp,pctLeader,ratingLeader,pctCommunity,ratingCommunity,pctTrust,ratingTrust,Student Achievement Rating,avgELA,avgMath,elaAll,elaAll4,elaBlack,elaHispanic,elaAsian,elaWhite,mathAll,mathAll4,mathBlack,mathHispanic,mathAsian,mathWhite,enroll,registered,took,regPct,tookPct,yield,academicScore,quantRigor,quantCollab,quantSupp,quantLeader,quantCommunity,quantTrust,pctELA4,pctELABlack,pctELAHispanic,pctELAAsian,pctELAWhite,pctMath4,pctMathBlack,pctMathHispanic,pctMathAsian,pctMathWhite,URM4
P.S. 333 - THE MUSEUM SCHOOL,08X333,8,40.820082,-73.898647,"888 REV J A POLITE AVE BRONX, NY 10459",BRONX,10459,No,0.915,26448.84,0.24,0,0.2,0.77,0.97,0.02,0.89,0.46,0.89,Approaching Target,0.8,Approaching Target,0.91,Approaching Target,0.62,Not Meeting Target,0.78,Approaching Target,0.85,Approaching Target,Meeting Target,2.22,2.21,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4.43,2,2,2,1,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
THE ACADEMY OF THE ARTS,08X335,8,40.820082,-73.898647,"888 REV J A POLITE AVE BRONX, NY 10459",BRONX,10459,No,0.891,25876.53,0.18,0.01,0.3,0.67,0.96,0.01,0.92,0.34,0.95,Meeting Target,0.96,Meeting Target,0.97,Meeting Target,0.95,Exceeding Target,0.86,Meeting Target,0.98,Exceeding Target,Meeting Target,2.27,2.54,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4.8100000000000005,3,3,3,4,3,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
THE SCHOOL FOR INQUIRY AND SOCIAL JUSTICE,08X337,8,40.824884,-73.873517,"1025 MORRISON AVE BRONX, NY 10472",BRONX,10472,No,0.781,NA,0.09,0.04,0.28,0.68,0.96,0.01,0.93,0.2,0.97,Exceeding Target,0.97,Exceeding Target,0.86,Exceeding Target,0.96,Exceeding Target,0.8,Meeting Target,0.94,Exceeding Target,Exceeding Target,2.67,2.77,104,7,0,3,0,0,90,5,0,5,0,0,NA,NA,NA,NA,NA,NA,5.4399999999999995,4,4,4,4,3,4,0.0673076923076923,0,0.42857142857142855,0,0,1,0,1,0,0,8
"ARCHIMEDES ACADEMY FOR MATH, SCIENCE AND TECHNOLOGY APPLICATIONS",08X367,8,40.815017,-73.856018,"456 WHITE PLAINS RD BRONX, NY 10473",BRONX,10473,No,0.723,NA,0.07,0.08,0.32,0.58,0.9,0.01,0.93,0.24,0.81,Meeting Target,0.78,Approaching Target,0.8,Meeting Target,0.66,Not Meeting Target,0.71,Approaching Target,0.83,Approaching Target,Meeting Target,2.46,2.39,87,6,2,3,0,0,64,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4.85,3,2,3,1,2,2,0.06896551724137931,0.3333333333333333,0.5,0,0,NaN,NaN,NaN,NaN,NaN,5
URBAN INSTITUTE OF MATHEMATICS,08X371,8,40.826997,-73.818271,"650 HOLLYWOOD AVE BRONX, NY 10465",BRONX,10465,Yes,0.56,NA,0.03,0.05,0.15,0.59,0.74,0.21,0.93,0.25,0.88,Exceeding Target,0.87,Exceeding Target,0.87,Meeting Target,0.82,Meeting Target,0.76,Approaching Target,0.87,Meeting Target,Meeting Target,2.74,2.47,88,11,0,4,0,5,88,4,0,0,0,3,NA,NA,NA,NA,NA,NA,5.210000000000001,4,4,3,3,2,3,0.125,0,0.36363636363636365,0,0.45454545454545453,1,0,0,0,0.75,4
THE BRONX MATHEMATICS PREPARATORY SCHOOL,08X375,8,40.815017,-73.856018,"456 WHITE PLAINS RD BRONX, NY 10473",BRONX,10473,Yes,0.818,NA,0.17,0.02,0.33,0.63,0.97,0,0.89,0.4,0.79,Not Meeting Target,0.75,Not Meeting Target,0.79,Approaching Target,0.65,Not Meeting Target,0.76,Approaching Target,0.81,Approaching Target,Approaching Target,2.17,2.01,93,1,0,1,0,0,79,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4.18,1,1,2,1,2,2,0.010752688172043012,0,1,0,0,NaN,NaN,NaN,NaN,NaN,1
ANTONIA PANTOJA PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,08X376,8,40.821448,-73.855654,"1980 LAFAYETTE AVE BRONX, NY 10473",BRONX,10473,No,0.756,NA,0.11,0.07,0.22,0.68,0.91,0.01,0.9,0.32,0.84,N/A,0.71,N/A,0.74,Approaching Target,0.61,N/A,0.74,Approaching Target,0.85,Approaching Target,Meeting Target,2.33,2.15,66,3,1,1,0,0,66,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4.48,0,0,2,0,2,2,0.045454545454545456,0.3333333333333333,0.3333333333333333,0,0,NaN,NaN,NaN,NaN,NaN,2
THE HUNTS POINT SCHOOL,08X424,8,40.815594,-73.885238,"730 BRYANT AVE BRONX, NY 10474",BRONX,10474,Yes,0.876,NA,0.27,0,0.21,0.77,0.98,0.01,0.9,0.35,0.83,Approaching Target,0.74,Not Meeting Target,0.83,Approaching Target,0.73,Approaching Target,0.82,Meeting Target,0.86,Meeting Target,Meeting Target,2.11,2.02,86,1,0,1,0,0,95,1,0,1,0,0,NA,NA,NA,NA,NA,NA,4.13,2,1,2,2,3,3,0.011627906976744186,0,1,0,0,1,0,1,0,0,2
SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,08X448,8,40.823319,-73.860062,"885 BOLTON AVE BRONX, NY 10473",BRONX,10473,No,0.802,NA,0.11,0.02,0.31,0.65,0.96,0.01,0.91,0.31,0.86,Meeting Target,0.88,Exceeding Target,0.87,Meeting Target,0.81,Approaching Target,0.84,Meeting Target,0.9,Meeting Target,Exceeding Target,2.31,2.33,111,5,1,3,0,0,77,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4.640000000000001,3,4,3,2,3,3,0.04504504504504504,0.2,0.6,0,0,NaN,NaN,NaN,NaN,NaN,4
MOTT HALL COMMUNITY SCHOOL,08X467,8,40.826997,-73.818271,"650 HOLLYWOOD AVE BRONX, NY 10465",BRONX,10465,No,0.639,NA,0.06,0.04,0.1,0.69,0.79,0.18,0.92,0.31,0.74,Approaching Target,0.8,Meeting Target,0.81,Approaching Target,0.57,Not Meeting Target,0.78,Approaching Target,0.81,Approaching Target,Approaching Target,2.28,2.22,59,2,0,1,0,1,25,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4.5,2,3,2,1,2,2,0.03389830508474576,0,0.5,0,0.5,NaN,NaN,NaN,NaN,NaN,1
BLUEPRINT MIDDLE SCHOOL,08X562,8,40.829108,-73.85691,"1111 PUGLSEY AVE BRONX, NY 10472",BRONX,10472,No,0.796,NA,0.15,0.23,0.18,0.56,0.74,0.01,0.92,0.29,0.93,Meeting Target,0.95,Meeting Target,0.8,Approaching Target,0.93,Exceeding Target,0.79,Meeting Target,0.91,Meeting Target,Approaching Target,2.23,2.17,95,0,0,0,0,0,93,3,0,0,3,0,NA,NA,NA,NA,NA,NA,4.4,3,3,2,4,3,3,0,NaN,NaN,NaN,NaN,1,0,0,1,0,0
P.S./M.S. 004 CROTONA PARK WEST,09X004,9,40.841242,-73.898492,"1701 FULTON AVE BRONX, NY 10457",BRONX,10457,No,0.903,28830.61,0.12,0.01,0.53,0.45,0.98,0.01,0.88,0.44,0.85,Meeting Target,0.77,Meeting Target,0.89,Approaching Target,0.68,Approaching Target,0.8,Approaching Target,0.86,Approaching Target,Approaching Target,2.28,2.45,54,5,2,0,0,0,56,1,0,0,0,0,NA,NA,NA,NA,NA,NA,4.73,3,3,2,2,2,2,0.09259259259259259,0.4,0,0,0,1,0,0,0,0,2
P.S. 011 HIGHBRIDGE,09X011,9,40.83973,-73.925913,"1257 OGDEN AVE BRONX, NY 10452",BRONX,10452,No,0.923,26475.48,0.25,0,0.3,0.69,0.99,0,0.92,0.33,0.95,Exceeding Target,0.94,Meeting Target,0.92,Meeting Target,0.83,Meeting Target,0.84,Meeting Target,0.93,Meeting Target,Approaching Target,2.31,2.32,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4.63,4,3,3,3,3,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
J.H.S. 022 JORDAN L. MOTT,09X022,9,40.832278,-73.914142,"270 E 167TH ST BRONX, NY 10456",BRONX,10456,Yes,0.877,NA,0.37,0.01,0.25,0.72,0.98,0.01,0.9,0.34,0.85,Approaching Target,0.82,Meeting Target,0.82,Approaching Target,0.76,Approaching Target,0.77,Approaching Target,0.88,Meeting Target,Approaching Target,2.05,1.91,130,5,0,1,0,0,136,1,0,0,0,0,NA,NA,NA,NA,NA,NA,3.96,2,3,2,2,2,3,0.038461538461538464,0,0.2,0,0,1,0,0,0,0,1
P.S. 028 MOUNT HOPE,09X028,9,40.848338,-73.903702,"1861 ANTHONY AVE BRONX, NY 10457",BRONX,10457,No,0.922,25532.54,0.32,0.01,0.18,0.81,0.98,0.01,0.91,0.33,0.9,Meeting Target,0.8,Approaching Target,0.89,Meeting Target,0.5,Not Meeting Target,0.93,Meeting Target,0.62,Not Meeting Target,Exceeding Target,2.28,2.47,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4.75,3,2,3,1,3,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
P.S. 035 FRANZ SIEGEL,09X035,9,40.82761,-73.91809,"261 E 163RD ST BRONX, NY 10451",BRONX,10451,No,0.834,27766.12,0.25,0.01,0.29,0.68,0.97,0.01,0.93,0.23,0.89,Approaching Target,0.87,Exceeding Target,0.86,Meeting Target,0.76,Approaching Target,0.81,Approaching Target,0.92,Meeting Target,Meeting Target,2.28,2.48,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4.76,2,4,3,2,2,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
P.S. 042 CLAREMONT,09X042,9,40.838559,-73.903026,"1537 WASHINGTON AVE BRONX, NY 10456",BRONX,10456,Yes,0.935,24249.23,0.16,0,0.41,0.56,0.97,0.02,0.9,0.37,0.88,Approaching Target,0.91,Exceeding Target,0.86,Approaching Target,0.88,Exceeding Target,0.9,Meeting Target,0.93,Meeting Target,Meeting Target,2.18,2.25,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4.43,2,4,2,4,3,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
P.S. 053 BASHEER QUISIM,09X053,9,40.832774,-73.911831,"360 E 168TH ST BRONX, NY 10456",BRONX,10456,No,0.919,23994.98,0.25,0.01,0.33,0.64,0.97,0.02,0.9,0.42,0.91,Meeting Target,0.88,Meeting Target,0.92,Approaching Target,0.81,Meeting Target,0.8,Approaching Target,0.88,Approaching Target,Exceeding Target,2.42,2.63,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5.05,3,3,2,3,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
P.S. 055 BENJAMIN FRANKLIN,09X055,9,40.835973,-73.904838,"450 ST PAUL'S PL BRONX, NY 10456",BRONX,10456,Yes,0.939,19445.65,0.11,0,0.47,0.52,0.99,0,0.92,0.28,0.86,Approaching Target,0.78,Approaching Target,0.83,Approaching Target,0.74,Approaching Target,0.81,Approaching Target,0.9,Meeting Target,Approaching Target,2.04,2.15,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4.1899999999999995,2,2,2,2,2,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
P.S. 058,09X058,9,40.846275,-73.898878,"459 E 176TH ST BRONX, NY 10457",BRONX,10457,No,0.91,25416.2,0.2,0,0.26,0.71,0.97,0.01,0.9,0.43,0.87,Approaching Target,0.79,Approaching Target,0.86,Approaching Target,0.69,Not Meeting Target,0.79,Not Meeting Target,0.8,Not Meeting Target,Meeting Target,2.17,2.32,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4.49,2,2,2,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
P.S. 063 AUTHOR'S ACADEMY,09X063,9,40.830895,-73.902386,"1260 FRANKLIN AVE BRONX, NY 10456",BRONX,10456,No,0.89,25772.81,0.19,0,0.36,0.61,0.97,0.03,0.9,0.39,0.96,Exceeding Target,0.94,Exceeding Target,0.94,Meeting Target,0.88,Exceeding Target,0.86,Meeting Target,0.95,Exceeding Target,Exceeding Target,2.55,2.65,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5.199999999999999,4,4,3,4,3,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
P.S. 070 MAX SCHOENFELD,09X070,9,40.844394,-73.908023,"1691 WEEKS AVE BRONX, NY 10457",BRONX,10457,No,0.916,28190.58,0.25,0.01,0.25,0.74,0.98,0.01,0.91,0.37,0.88,Meeting Target,0.87,Meeting Target,0.84,Approaching Target,0.82,Meeting Target,0.82,Approaching Target,0.9,Meeting Target,Approaching Target,2.1,2.26,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4.359999999999999,3,3,2,3,2,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
P.S. 073 BRONX,09X073,9,40.83262,-73.926485,"1020 ANDERSON AVE BRONX, NY 10452",BRONX,10452,No,0.891,22580.13,0.22,0,0.25,0.74,0.99,0.01,0.9,0.41,0.85,Approaching Target,0.82,Approaching Target,0.82,Approaching Target,0.68,Approaching Target,0.83,Approaching Target,0.83,Approaching Target,Approaching Target,2.07,2.1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4.17,2,2,2,2,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
P.S. X088 - S. SILVERSTEIN LITTLE SPARROW SCHOOL,09X088,9,40.83702,-73.913549,"1340 SHERIDAN AVE BRONX, NY 10456",BRONX,10456,No,0.87,22255.01,0.15,0.01,0.31,0.68,0.98,0,0.94,0.17,0.95,N/A,0.89,N/A,0.95,N/A,0.78,N/A,0.78,N/A,0.95,N/A,N/A,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
P.S. 109 SEDGWICK,09X109,9,40.851637,-73.918772,"1771 POPHAM AVE BRONX, NY 10453",BRONX,10453,No,0.874,26397.05,0.25,0,0.2,0.8,0.99,0.01,0.91,0.32,0.79,Approaching Target,0.69,Approaching Target,0.73,Approaching Target,0.57,Not Meeting Target,0.79,Approaching Target,0.77,Approaching Target,Approaching Target,2.19,2.17,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4.359999999999999,2,2,2,1,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
P.S. 110 THEODORE SCHOENFELD,09X110,9,40.834973,-73.900304,"580 CROTONA PARK S BRONX, NY 10456",BRONX,10456,No,0.91,21689.93,0.12,0,0.42,0.52,0.95,0.05,0.93,0.25,0.83,Meeting Target,0.83,Meeting Target,0.82,Meeting Target,0.68,Approaching Target,0.82,Approaching Target,0.86,Approaching Target,Meeting Target,2.33,2.4,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4.73,3,3,3,2,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
P.S. X114 - LUIS LLORENS TORRES SCHOOLS,09X114,9,40.835007,-73.923347,"1155 CROMWELL AVE BRONX, NY 10452",BRONX,10452,No,0.904,26823.06,0.33,0.04,0.22,0.71,0.93,0.02,0.92,0.31,0.95,Meeting Target,0.93,Meeting Target,0.95,Meeting Target,0.86,Meeting Target,0.83,Approaching Target,0.93,Meeting Target,Approaching Target,2.07,2.19,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4.26,3,3,3,3,2,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
I.S. 117 JOSEPH H. WADE,09X117,9,40.848521,-73.908447,"1865 MORRIS AVE BRONX, NY 10453",BRONX,10453,Yes,0.9,NA,0.41,0.02,0.17,0.8,0.97,0.01,0.89,0.39,0.77,Approaching Target,0.7,Approaching Target,0.8,Approaching Target,0.68,Not Meeting Target,0.8,Meeting Target,0.84,Approaching Target,Approaching Target,2.04,2,187,3,0,2,0,0,163,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4.04,2,2,2,1,3,2,0.016042780748663103,0,0.6666666666666666,0,0,NaN,NaN,NaN,NaN,NaN,2
P.S. 126 DR MARJORIE H DUNBAR,09X126,9,40.836201,-73.928346,"175 W 166TH ST BRONX, NY 10452",BRONX,10452,No,0.91,22701.33,0.22,0.01,0.26,0.71,0.97,0.02,0.91,0.36,0.89,Approaching Target,0.79,Approaching Target,0.85,Meeting Target,0.7,Approaching Target,0.79,Not Meeting Target,0.79,Approaching Target,Approaching Target,2.27,2.17,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4.4399999999999995,2,2,3,2,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
MOTT HALL III,09X128,9,40.834973,-73.900304,"580 CROTONA PARK S BRONX, NY 10456",BRONX,10456,No,0.852,NA,0.05,0.02,0.45,0.53,0.98,0,0.95,0.11,0.88,Meeting Target,0.93,Exceeding Target,0.87,Exceeding Target,0.88,Meeting Target,0.76,Approaching Target,0.92,Meeting Target,Meeting Target,2.71,2.95,116,22,0,15,0,0,85,8,0,4,0,0,NA,NA,NA,NA,NA,NA,5.66,3,4,4,3,2,3,0.1896551724137931,0,0.6818181818181818,0,0,1,0,0.5,0,0,19
P.S. 132 GARRET A. MORGAN,09X132,9,40.832081,-73.906951,"1245 WASHINGTON AVE BRONX, NY 10456",BRONX,10456,No,0.928,22702.97,0.13,0,0.44,0.54,0.98,0,0.89,0.44,0.95,Meeting Target,0.76,Approaching Target,0.71,Approaching Target,0.6,Not Meeting Target,0.75,Not Meeting Target,0.74,Not Meeting Target,Approaching Target,2.07,2.18,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4.25,3,2,2,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
J.H.S. 145 ARTURO TOSCANINI,09X145,9,40.827748,-73.913773,"1000 TELLER AVE BRONX, NY 10456",BRONX,10456,Yes,0.888,NA,0.43,0.01,0.29,0.69,0.98,0,0.89,0.43,0.86,Approaching Target,0.81,Approaching Target,0.89,Approaching Target,0.72,Approaching Target,0.79,Meeting Target,0.86,Approaching Target,Approaching Target,2.09,1.98,94,0,0,0,0,0,105,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4.07,2,2,2,2,3,2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
P.S. 163 ARTHUR A. SCHOMBURG,09X163,9,40.851773,-73.898794,"2075 WEBSTER AVE BRONX, NY 10457",BRONX,10457,No,0.928,25534.74,0.32,0.01,0.37,0.6,0.97,0.01,0.93,0.26,0.77,Approaching Target,0.55,Approaching Target,0.69,Approaching Target,0.48,Not Meeting Target,0.78,Approaching Target,0.67,Not Meeting Target,Meeting Target,2.3,2.42,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4.72,2,2,2,1,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
P.S. 199X - THE SHAKESPEARE SCHOOL,09X199,9,40.843553,-73.920665,"1449 SHAKESPEARE AVE BRONX, NY 10452",BRONX,10452,No,0.901,26634.37,0.29,0,0.3,0.67,0.97,0.01,0.91,0.34,0.87,Approaching Target,0.79,Approaching Target,0.87,Approaching Target,0.69,Approaching Target,0.82,Approaching Target,0.82,Approaching Target,Approaching Target,2.21,2.31,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4.52,2,2,2,2,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
P.S. 204 MORRIS HEIGHTS,09X204,9,40.849995,-73.915226,"1780 DR M L KING JR BLVD BRONX, NY 10453",BRONX,10453,No,0.865,21870,0.1,0.01,0.29,0.67,0.96,0.02,0.94,0.18,0.89,Meeting Target,0.95,Exceeding Target,0.92,Meeting Target,0.89,Exceeding Target,0.87,Meeting Target,0.98,Exceeding Target,Exceeding Target,2.46,2.65,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5.109999999999999,3,4,3,4,3,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
KAPPA,09X215,9,40.833708,-73.903937,"3630 3RD AVE BRONX, NY 10456",BRONX,10456,No,0.839,NA,0.15,0.06,0.45,0.48,0.93,0,0.95,0.12,0.88,Meeting Target,0.86,Meeting Target,0.84,Meeting Target,0.77,Approaching Target,0.75,Approaching Target,0.88,Meeting Target,Meeting Target,2.48,2.67,101,10,5,5,0,0,49,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5.15,3,3,3,2,2,3,0.09900990099009901,0.5,0.5,0,0,NaN,NaN,NaN,NaN,NaN,10
P.S./I.S. 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNET SCHOOL,09X218,9,40.835694,-73.919663,"1220 GERARD AVE BRONX, NY 10452",BRONX,10452,No,0.861,25919.64,0.31,0.04,0.05,0.89,0.94,0.01,0.94,0.18,0.89,Meeting Target,0.84,Meeting Target,0.89,Meeting Target,0.76,Approaching Target,0.82,Approaching Target,0.88,Meeting Target,Meeting Target,2.45,2.56,88,7,0,6,0,0,57,1,0,1,0,0,NA,NA,NA,NA,NA,NA,5.01,3,3,3,2,2,3,0.07954545454545454,0,0.8571428571428571,0,0,1,0,1,0,0,7
I.S. 219 NEW VENTURE SCHOOL,09X219,9,40.833708,-73.903937,"3630 3RD AVE BRONX, NY 10456",BRONX,10456,Yes,0.929,NA,0.31,0.01,0.37,0.61,0.98,0.01,0.9,0.35,0.82,Approaching Target,0.66,Not Meeting Target,0.81,Approaching Target,0.63,Not Meeting Target,0.7,Approaching Target,0.79,Approaching Target,Approaching Target,1.98,1.92,85,2,0,2,0,0,95,1,1,0,0,0,NA,NA,NA,NA,NA,NA,3.9,2,1,2,1,2,2,0.023529411764705882,0,1,0,0,1,1,0,0,0,3
I.S. 229 ROLAND PATTERSON,09X229,9,40.841563,-73.929604,"275 HARLEM RIVER PARK BRIDGE BRONX, NY 10453",BRONX,10453,No,0.885,NA,0.2,0.01,0.35,0.63,0.98,0.01,0.9,0.38,0.78,Approaching Target,0.65,Approaching Target,0.83,Approaching Target,0.63,Not Meeting Target,0.81,Meeting Target,0.81,Approaching Target,Approaching Target,2.1,1.99,81,0,0,0,0,0,86,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4.09,2,2,2,1,3,2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
EAGLE ACADEMY FOR YOUNG MEN,09X231,9,40.845324,-73.897392,"4143 3RD AVE BRONX, NY 10457",BRONX,10457,No,0.705,NA,0.04,0,0.58,0.39,0.97,0,0.94,0.18,0.82,Approaching Target,0.86,Meeting Target,0.77,Meeting Target,0.83,Meeting Target,0.85,Exceeding Target,0.89,Meeting Target,Approaching Target,2.21,2.13,73,0,0,0,0,0,48,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4.34,2,3,3,3,4,3,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
I.S. 232,09X232,9,40.849461,-73.915529,"1700 MACOMBS RD BRONX, NY 10453",BRONX,10453,No,0.872,NA,0.39,0,0.2,0.79,0.99,0.01,0.93,0.25,0.78,Approaching Target,0.65,Approaching Target,0.82,Meeting Target,0.59,Not Meeting Target,0.78,Approaching Target,0.79,Approaching Target,Meeting Target,2.16,2.27,174,7,0,6,0,0,134,1,0,1,0,0,NA,NA,NA,NA,NA,NA,4.43,2,2,3,1,2,2,0.040229885057471264,0,0.8571428571428571,0,0,1,0,1,0,0,7
P.S. 236 LANGSTON HUGHES,09X236,9,40.848826,-73.909699,"1871 WALTON AVE BRONX, NY 10453",BRONX,10453,No,0.882,26958.39,0.12,0,0.29,0.68,0.98,0.02,0.93,0.2,0.93,Meeting Target,0.93,Meeting Target,0.92,Exceeding Target,0.85,Meeting Target,0.87,Meeting Target,0.93,Meeting Target,Approaching Target,2.19,2.28,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4.47,3,3,4,3,3,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
"URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE",09X241,9,40.839457,-73.901895,"1595 BATHGATE AVE BRONX, NY 10457",BRONX,10457,No,0.822,NA,0.11,0.01,0.34,0.64,0.98,0.01,0.92,0.26,0.82,Meeting Target,0.82,Meeting Target,0.8,Meeting Target,0.79,Approaching Target,0.77,Approaching Target,0.86,Meeting Target,Meeting Target,2.23,2.47,79,3,0,2,0,0,28,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4.7,3,3,3,2,2,3,0.0379746835443038,0,0.6666666666666666,0,0,NaN,NaN,NaN,NaN,NaN,2
THE NEW AMERICAN ACADEMY AT ROBERTO CLEMENTE STATE PARK,09X274,9,40.841563,-73.929604,"275 HARLEM RIVER PARK BRIDGE BRONX, NY 10453",BRONX,10453,No,0.934,20772.06,0.17,0,0.39,0.59,0.98,0.01,0.88,0.53,0.92,N/A,0.95,N/A,0.96,N/A,0.95,N/A,0.87,N/A,0.96,N/A,N/A,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
THE WALTON AVENUE SCHOOL,09X294,9,40.840366,-73.915716,"1425 WALTON AVE BRONX, NY 10452",BRONX,10452,No,0.916,25806.36,0.28,0.01,0.22,0.73,0.95,0.03,0.92,0.3,0.96,N/A,0.95,N/A,0.96,N/A,0.94,N/A,0.87,N/A,0.94,N/A,N/A,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
I.S. X303 LEADERSHIP & COMMUNITY SERVICE,09X303,9,40.849461,-73.915529,"1700 MACOMBS RD BRONX, NY 10453",BRONX,10453,No,0.901,NA,0.16,0,0.23,0.75,0.98,0.01,0.92,0.27,0.82,Meeting Target,0.93,Exceeding Target,0.86,Meeting Target,0.92,Exceeding Target,0.8,Meeting Target,0.93,Meeting Target,Meeting Target,2.27,2.29,85,1,0,0,0,0,85,3,0,3,0,0,NA,NA,NA,NA,NA,NA,4.5600000000000005,3,4,3,4,3,3,0.011764705882352941,0,0,0,0,1,0,1,0,0,3
